,url,query,extract
,http://article_ocr_url,achtergrond,Nauwelijks waren die woorden gesproken of ik hoorde naast mij een zacht geruisch; op den donkeren achtergrond der gevangenis zae ik vonken springen : Pampin sloeg vuur.
