,cluster,num_corresponding_extracts,proportion_with_contentious,contentious_p_value,proportion_with_non_contentious,non_contentious_p_value,proportion_with_no_majority,targets_count,targets,context_tokens_occuring,context_tokens_occuring2
0,christianity_14_341924,207,0.12560386473429952,0.9897255244353166,0.8502415458937198,0.0288193447867937,0.024154589371980676,79,"gekleurd(2), islamiet(1), gemengd(16), en'marron(1), marron(13), tovenaar(1), eskimo's(2), indischen(1), traditionele(16), historisch(18), muzelman(3), aziatische(3), inlandsche(1), moslims(5), homo(2), indo(2), barbaar'sche(1), lilliputter(2), moslimsche(2), afkomst(3), moslim(10), barbaren(1), grootste(1), indo-europeaan(4), bediende(3), inuit(1), primitief(3), slaven(2), inlander(1), achtergrond(18), inheems(6), halfbloed(1), slaaf(2), boesman(1), gay(1), inheemsche(1), zigeunermuziek(1), negerslaven(2), koelie(1), indische(1), barbaarschheid(1), aziatisch(7), page(1), historischen(1), blank(1), mulat(1), stamhoofd(1), kaukasisch(1), knecht(1), moslimsohe(1), aboriginal(1), wild(2), gekleurde(1), misvormden(1), inboorling(1), roots(1), slavenschip(1), slaven'(1), baboe(1), medicijnman(1), inheemsch(1), historische(2), afgod(1), groothistorische(1), mengras(1), lesbisch(2), pygmee(1), zigeuner(1), lilliputters(1), inheemschen(2), inheemse(3), traditioneel(1), onbeschaafd(1), indisch(1), jakarta(1), neger(1), metis(1), moor(1), eskimo(1)","('zouaven', 1), ('vrouwekerk', 1), ('bedevaart', 2), ('wijdingen', 1), ('kapel', 7), ('statie', 1), ('sabbath', 2), ('beleggen', 6), ('lezing', 12), ('samenkomst', 3), ('deelnemen', 11), ('bestuursvergadering', 1), ('bijwonen', 3), ('seizoen', 11), ('bisdom', 3), ('inwijding', 2), ('bijeenkomst', 9), ('vergadering', 17), ('oudejaarsavond', 1), ('commissievergadering', 1), ('doorloopen', 3), ('plechtigheid', 6), ('kroningsfeest', 1), ('optocht', 8), ('slotvergadering', 1), ('samenkomen', 1), ('feest', 24), ('deelneming', 6), ('vergadering-', 1), ('mis', 7), ('pasch', 1), ('viering', 1), ('vergaderen', 3), ('genodigde', 1), ('hoofdbestuursvergadering', 1), ('liefdezuster', 1), ('plechtig', 6), ('jubileum', 3), ('kruisweg', 1), ('volksvermaak', 3), ('pelgrimstocht', 2), ('dering', 3), ('apostolaat', 2), ('spreekbeurt', 1), ('soos', 1), ('broederschap', 1), ('intentie', 4), ('kathedraal', 2), ('eucharistisch', 1), ('pelgrim', 2), ('niklaas', 1), ('ochtendgebed', 1), ('godsdienstoefening', 2), ('parade', 2), ('bijeen', 3), ('jaarbeurs', 1), ('avondfeest', 1), ('lof', 3), ('vastenavond', 1), ('rustdag', 1), ('voltallig', 1), ('organiseeren', 1), ('toegewijd', 1), ('deelname', 1), ('feestelijkheid', 2), ('communie', 1), ('bijwoning', 1), ('bijeenkomen', 1), ('parochie', 1), ('feestviering', 1), ('sixtijnsch', 1), ('volksfeest', 2), ('jaarvergadering', 1), ('ommegang', 1), ('jubilee', 1), ('paschen', 1), ('missieweek', 2), ('maskerade', 1), ('pinksterdagen', 1), ('openingsuur', 1), ('reunist', 1), ('jeugddag', 1), ('congreszitting', 1), ('basiliek', 1), ('feesten', 1), ('nicolaasfeest', 1), ('middaggebed', 1), ('vacantiemaand', 1), ('kermis', 1), ('parochiaan', 1)","zouaven, vrouwekerk, bedevaart, wijdingen, kapel, statie, sabbath, beleggen, lezing, samenkomst, deelnemen, bestuursvergadering, bijwonen, seizoen, bisdom, inwijding, bijeenkomst, vergadering, oudejaarsavond, commissievergadering, doorloopen, plechtigheid, kroningsfeest, optocht, slotvergadering, samenkomen, feest, deelneming, vergadering-, mis, pasch, viering, vergaderen, genodigde, hoofdbestuursvergadering, liefdezuster, plechtig, jubileum, kruisweg, volksvermaak, pelgrimstocht, dering, apostolaat, spreekbeurt, soos, broederschap, intentie, kathedraal, eucharistisch, pelgrim, niklaas, ochtendgebed, godsdienstoefening, parade, bijeen, jaarbeurs, avondfeest, lof, vastenavond, rustdag, voltallig, organiseeren, toegewijd, deelname, feestelijkheid, communie, bijwoning, bijeenkomen, parochie, feestviering, sixtijnsch, volksfeest, jaarvergadering, ommegang, jubilee, paschen, missieweek, maskerade, pinksterdagen, openingsuur, reunist, jeugddag, congreszitting, basiliek, feesten, nicolaasfeest, middaggebed, vacantiemaand, kermis, parochiaan"
