,x_anno,target,y_ls,ratio,maj_vote
0,35,achtergrond,"[0, 0]",0.0,0
1,35,afgod,[0],0.0,0
2,35,aziatisch,[0],0.0,0
3,35,berber,[0],0.0,0
4,35,blank,"[0, 0]",0.0,0
5,35,dwerg,[0],0.0,0
6,35,eskimo,"[1, 1]",1.0,1
7,35,exotisch,[0],0.0,0
8,35,gemengd,[0],0.0,0
9,35,halfbloed,"[0, 1]",0.5,0
10,35,historisch,"[0, 0]",0.0,0
11,35,homo,[0],0.0,0
12,35,hottentot,[0],0.0,0
13,35,indisch,[0],0.0,0
14,35,inheems,"[0, 0]",0.0,0
15,35,moslim,[0],0.0,0
16,35,neger,[1],1.0,1
17,35,ontdekken,[0],0.0,0
18,35,slaaf,"[0, 0]",0.0,0
19,35,slaven,[1],1.0,1
20,35,wild,[0],0.0,0
21,35,zigeunermuziek,[0],0.0,0
22,78,achtergrond,"[0, 0, 0]",0.0,0
23,78,afgod,[0],0.0,0
24,78,aziatisch,"[0, 0]",0.0,0
25,78,barbaar,[0],0.0,0
26,78,berber,[0],0.0,0
27,78,blank,"[0, 0]",0.0,0
28,78,dwerg,[1],1.0,1
29,78,eskimo,"[1, 1]",1.0,1
30,78,exotisch,[0],0.0,0
31,78,gemengd,[0],0.0,0
32,78,halfbloed,"[0, 0]",0.0,0
33,78,historisch,[0],0.0,0
34,78,homo,[0],0.0,0
35,78,hottentot,[1],1.0,1
36,78,indisch,[0],0.0,0
37,78,inheems,"[0, 0, 0]",0.0,0
38,78,moslim,[0],0.0,0
39,78,mulat,[1],1.0,1
40,78,neger,[1],1.0,1
41,78,ontdekken,[0],0.0,0
42,78,slaaf,"[1, 0]",0.5,0
43,78,slaven,[1],1.0,1
44,78,stam,[1],1.0,1
45,78,wild,[0],0.0,0
46,78,zigeunermuziek,[1],1.0,1
47,124,achtergrond,"[0, 0, 0]",0.0,0
48,124,afkomst,[0],0.0,0
49,124,aziatisch,"[1, 1]",1.0,1
50,124,dwerg,[0],0.0,0
51,124,gemengd,"[0, 0]",0.0,0
52,124,handicap,[1],1.0,1
53,124,historisch,"[0, 0]",0.0,0
54,124,homo,[1],1.0,1
55,124,inheems,"[0, 0, 0]",0.0,0
56,124,inlandsche,[0],0.0,0
57,124,islamiet,[1],1.0,1
58,124,kaffer,[1],1.0,1
59,124,knecht,"[0, 0]",0.0,0
60,124,kokkie,[0],0.0,0
61,124,koppensneller,[0],0.0,0
62,124,medicijnman,[0],0.0,0
63,124,mongool,[0],0.0,0
64,124,moslim,[1],1.0,1
65,124,muzelman,[1],1.0,1
66,124,neger,"[1, 1]",1.0,1
67,124,onbeschaafd,[0],0.0,0
68,124,volbloed,[0],0.0,0
69,124,westers,"[0, 0]",0.0,0
70,124,zigeuner,[0],0.0,0
71,159,achtergrond,"[0, 0, 0]",0.0,0
72,159,aziatisch,"[0, 0]",0.0,0
73,159,bediende,[0],0.0,0
74,159,dwerg,[1],1.0,1
75,159,eskimo,[0],0.0,0
76,159,exotisch,[0],0.0,0
77,159,gekleurd,"[0, 0]",0.0,0
78,159,gemengd,"[0, 0, 0]",0.0,0
79,159,historisch,"[0, 0, 0]",0.0,0
80,159,indisch,[0],0.0,0
81,159,moslim,[0],0.0,0
82,159,neger,[1],1.0,1
83,159,primitief,[0],0.0,0
84,159,ras,"[0, 0]",0.0,0
85,159,stam,[0],0.0,0
86,159,wild,[0],0.0,0
87,198,achtergrond,"[0, 0, 0]",0.0,0
88,198,afgod,[1],1.0,1
89,198,aziatisch,"[0, 0]",0.0,0
90,198,bediende,[0],0.0,0
91,198,berber,[0],0.0,0
92,198,eskimo,[0],0.0,0
93,198,exotisch,[0],0.0,0
94,198,gekleurd,"[0, 0]",0.0,0
95,198,gemengd,"[0, 0]",0.0,0
96,198,handicap,[0],0.0,0
97,198,historisch,"[0, 0]",0.0,0
98,198,homo,[1],1.0,1
99,198,inboorling,[1],1.0,1
100,198,indisch,[0],0.0,0
101,198,inheems,"[1, 0]",0.5,0
102,198,muzelman,[1],1.0,1
103,198,neger,[1],1.0,1
104,198,primitief,[1],1.0,1
105,198,ras,[0],0.0,0
106,198,stam,"[0, 0]",0.0,0
107,198,wild,[0],0.0,0
108,198,zigeunermuziek,[1],1.0,1
109,236,achtergrond,"[0, 0, 0]",0.0,0
110,236,aziatisch,"[0, 0]",0.0,0
111,236,bediende,[0],0.0,0
112,236,berber,"[1, 0]",0.5,0
113,236,dwerg,[0],0.0,0
114,236,eskimo,[1],1.0,1
115,236,exotisch,[0],0.0,0
116,236,gekleurd,"[1, 0]",0.5,0
117,236,gemengd,"[0, 0]",0.0,0
118,236,historisch,"[0, 0, 0]",0.0,0
119,236,homo,[1],1.0,1
120,236,inboorling,[1],1.0,1
121,236,indisch,[0],0.0,0
122,236,inheems,"[1, 0]",0.5,0
123,236,kaffer,[1],1.0,1
124,236,neger,[1],1.0,1
125,236,primitief,[0],0.0,0
126,236,ras,[0],0.0,0
127,236,stam,[0],0.0,0
128,236,wild,[0],0.0,0
129,236,zigeunermuziek,[1],1.0,1
130,263,achtergrond,"[0, 0, 0]",0.0,0
131,263,afgod,[0],0.0,0
132,263,bediende,[0],0.0,0
133,263,dwerg,[0],0.0,0
134,263,eskimo,[0],0.0,0
135,263,exotisch,[0],0.0,0
136,263,gekleurd,"[0, 0]",0.0,0
137,263,handicap,[0],0.0,0
138,263,historisch,"[0, 0]",0.0,0
139,263,inheems,[1],1.0,1
140,263,koelie,[1],1.0,1
141,263,muzelman,[1],1.0,1
142,263,neger,[1],1.0,1
143,263,primitief,[0],0.0,0
144,263,zigeunermuziek,[1],1.0,1
145,313,achtergrond,"[0, 0, 0]",0.0,0
146,313,afgod,[1],1.0,1
147,313,aziatisch,"[0, 0]",0.0,0
148,313,baboe,[1],1.0,1
149,313,bediende,[0],0.0,0
150,313,berber,"[1, 0]",0.5,0
151,313,dwerg,[1],1.0,1
152,313,eskimo,[0],0.0,0
153,313,exotisch,[0],0.0,0
154,313,gekleurd,"[1, 1]",1.0,1
155,313,gemengd,"[0, 0, 0]",0.0,0
156,313,handicap,[1],1.0,1
157,313,historisch,"[0, 0, 0]",0.0,0
158,313,homo,[1],1.0,1
159,313,inboorling,[0],0.0,0
160,313,indisch,[0],0.0,0
161,313,inheems,"[0, 1]",0.5,0
162,313,kaffer,[1],1.0,1
163,313,koelie,[1],1.0,1
164,313,moslim,[1],1.0,1
165,313,muzelman,[1],1.0,1
166,313,neger,[1],1.0,1
167,313,primitief,[0],0.0,0
168,313,ras,"[0, 0]",0.0,0
169,313,stam,"[0, 0]",0.0,0
170,313,wild,[0],0.0,0
171,313,zigeunermuziek,[1],1.0,1
172,356,achtergrond,"[0, 0, 0]",0.0,0
173,356,afgod,[0],0.0,0
174,356,aziatisch,"[0, 0]",0.0,0
175,356,bediende,[0],0.0,0
176,356,berber,"[0, 0]",0.0,0
177,356,eskimo,[0],0.0,0
178,356,exotisch,[0],0.0,0
179,356,gekleurd,"[0, 0]",0.0,0
180,356,gemengd,"[0, 0, 0]",0.0,0
181,356,handicap,[0],0.0,0
182,356,historisch,"[0, 0, 0]",0.0,0
183,356,indisch,[0],0.0,0
184,356,inheems,"[0, 0]",0.0,0
185,356,moslim,[0],0.0,0
186,356,muzelman,[0],0.0,0
187,356,neger,[1],1.0,1
188,356,primitief,[0],0.0,0
189,356,ras,[0],0.0,0
190,356,stam,"[0, 0]",0.0,0
191,356,wild,[0],0.0,0
192,356,zigeunermuziek,[0],0.0,0
193,401,achtergrond,"[0, 0, 0]",0.0,0
194,401,afgod,[0],0.0,0
195,401,aziatisch,"[0, 0]",0.0,0
196,401,baboe,[0],0.0,0
197,401,bediende,[0],0.0,0
198,401,berber,"[1, 1]",1.0,1
199,401,dwerg,[0],0.0,0
200,401,eskimo,[1],1.0,1
201,401,exotisch,[0],0.0,0
202,401,gekleurd,"[0, 0]",0.0,0
203,401,gemengd,"[0, 0]",0.0,0
204,401,handicap,[0],0.0,0
205,401,historisch,"[0, 0, 0]",0.0,0
206,401,homo,[1],1.0,1
207,401,inboorling,[1],1.0,1
208,401,indisch,[0],0.0,0
209,401,inheems,"[0, 0]",0.0,0
210,401,kaffer,[1],1.0,1
211,401,koelie,[1],1.0,1
212,401,muzelman,[0],0.0,0
213,401,neger,[1],1.0,1
214,401,primitief,[0],0.0,0
215,401,ras,[1],1.0,1
216,401,stam,[0],0.0,0
217,401,wild,[0],0.0,0
218,401,zigeunermuziek,[1],1.0,1
219,446,achtergrond,"[0, 0, 0]",0.0,0
220,446,afgod,[0],0.0,0
221,446,aziatisch,"[0, 0]",0.0,0
222,446,baboe,[0],0.0,0
223,446,bediende,[0],0.0,0
224,446,berber,"[0, 0]",0.0,0
225,446,dwerg,[0],0.0,0
226,446,eskimo,[0],0.0,0
227,446,exotisch,[0],0.0,0
228,446,gekleurd,"[0, 0]",0.0,0
229,446,gemengd,"[0, 0, 0]",0.0,0
230,446,handicap,[0],0.0,0
231,446,historisch,"[0, 0, 0]",0.0,0
232,446,homo,[0],0.0,0
233,446,indisch,[0],0.0,0
234,446,inheems,[0],0.0,0
235,446,koelie,[1],1.0,1
236,446,moslim,[0],0.0,0
237,446,neger,[0],0.0,0
238,446,primitief,[1],1.0,1
239,446,ras,[0],0.0,0
240,446,stam,"[0, 0]",0.0,0
241,446,wild,[0],0.0,0
242,446,zigeunermuziek,[0],0.0,0
243,482,achtergrond,"[0, 0]",0.0,0
244,482,afkomst,[0],0.0,0
245,482,aziatisch,"[0, 0]",0.0,0
246,482,dwerg,"[0, 0]",0.0,0
247,482,gemengd,"[0, 0, 0, 0, 0]",0.0,0
248,482,halfbloed,"[1, 1]",1.0,1
249,482,historisch,[0],0.0,0
250,482,inboorling,[1],1.0,1
251,482,inheems,"[0, 1, 0]",0.3333333333333333,0
252,482,knecht,[1],1.0,1
253,482,mongool,[0],0.0,0
254,482,moslim,"[0, 0, 0, 0, 0]",0.0,0
255,482,muzelman,[0],0.0,0
256,482,neger,[1],1.0,1
257,482,negerslaven,[1],1.0,1
258,482,ontdekken,[0],0.0,0
259,482,zwartje,[1],1.0,1
260,523,achtergrond,"[0, 0]",0.0,0
261,523,afgod,"[0, 0]",0.0,0
262,523,afkomst,[0],0.0,0
263,523,aziatisch,"[0, 0]",0.0,0
264,523,baboe,[0],0.0,0
265,523,dwerg,"[1, 1]",1.0,1
266,523,gemengd,"[0, 0, 0, 0, 0]",0.0,0
267,523,halfbloed,"[1, 1]",1.0,1
268,523,historisch,[0],0.0,0
269,523,inheems,"[0, 0, 0]",0.0,0
270,523,kaffer,[1],1.0,1
271,523,kaukasisch,"[0, 0]",0.0,0
272,523,knecht,[0],0.0,0
273,523,moslim,"[0, 0, 0, 0, 0]",0.0,0
274,523,neger,[1],1.0,1
275,523,negerslaven,[1],1.0,1
276,523,ontdekken,[0],0.0,0
277,523,westers,[0],0.0,0
278,523,zwartje,[1],1.0,1
279,564,achtergrond,"[0, 0, 0]",0.0,0
280,564,afkomst,[0],0.0,0
281,564,aziatisch,"[0, 0]",0.0,0
282,564,baboe,[1],1.0,1
283,564,dwerg,[1],1.0,1
284,564,gemengd,"[0, 1]",0.5,0
285,564,handicap,[0],0.0,0
286,564,historisch,[0],0.0,0
287,564,homo,[0],0.0,0
288,564,inheems,[0],0.0,0
289,564,inlandsche,"[1, 1]",1.0,1
290,564,islamiet,[1],1.0,1
291,564,kaffer,[1],1.0,1
292,564,knecht,"[1, 0]",0.5,0
293,564,koppensneller,[1],1.0,1
294,564,mongool,[0],0.0,0
295,564,moslim,[1],1.0,1
296,564,muzelman,[1],1.0,1
297,564,neger,"[1, 1]",1.0,1
298,564,onbeschaafd,[1],1.0,1
299,564,volbloed,[0],0.0,0
300,564,zigeuner,[1],1.0,1
301,608,achtergrond,[0],0.0,0
302,608,afgod,"[0, 0]",0.0,0
303,608,afkomst,[0],0.0,0
304,608,aziatisch,"[0, 0]",0.0,0
305,608,dwerg,"[1, 1]",1.0,1
306,608,gemengd,"[0, 0, 0, 0, 0]",0.0,0
307,608,halfbloed,"[1, 1]",1.0,1
308,608,historisch,[0],0.0,0
309,608,inboorling,"[1, 1]",1.0,1
310,608,inheems,"[0, 0, 0]",0.0,0
311,608,kaffer,[1],1.0,1
312,608,kaukasisch,"[0, 0]",0.0,0
313,608,knecht,[0],0.0,0
314,608,mongool,[1],1.0,1
315,608,moslim,"[0, 0, 0, 0, 0]",0.0,0
316,608,mulat,[1],1.0,1
317,608,muzelman,[0],0.0,0
318,608,neger,[1],1.0,1
319,608,negerslaven,[1],1.0,1
320,608,ontdekken,[0],0.0,0
321,608,westers,[0],0.0,0
322,608,zwartje,[1],1.0,1
323,655,achtergrond,"[0, 0]",0.0,0
324,655,afgod,"[0, 0]",0.0,0
325,655,afkomst,[0],0.0,0
326,655,aziatisch,"[0, 0]",0.0,0
327,655,baboe,[0],0.0,0
328,655,dwerg,"[0, 0]",0.0,0
329,655,gemengd,"[0, 0, 0, 0, 0]",0.0,0
330,655,halfbloed,"[0, 0]",0.0,0
331,655,historisch,[0],0.0,0
332,655,inboorling,"[1, 1]",1.0,1
333,655,inheems,"[0, 0, 0]",0.0,0
334,655,kaffer,[1],1.0,1
335,655,kaukasisch,"[1, 0]",0.5,0
336,655,knecht,[1],1.0,1
337,655,mongool,[0],0.0,0
338,655,moslim,"[0, 0, 0, 0, 0]",0.0,0
339,655,mulat,[0],0.0,0
340,655,muzelman,[1],1.0,1
341,655,neger,[1],1.0,1
342,655,negerslaven,[1],1.0,1
343,655,ontdekken,[0],0.0,0
344,655,westers,[0],0.0,0
345,655,zwartje,[0],0.0,0
346,698,achtergrond,[0],0.0,0
347,698,afgod,"[0, 0]",0.0,0
348,698,afkomst,[0],0.0,0
349,698,aziatisch,"[0, 0]",0.0,0
350,698,baboe,[0],0.0,0
351,698,dwerg,"[0, 1]",0.5,0
352,698,gemengd,"[0, 0, 0, 0, 0]",0.0,0
353,698,halfbloed,"[0, 0]",0.0,0
354,698,historisch,[0],0.0,0
355,698,inboorling,[0],0.0,0
356,698,inheems,"[0, 0]",0.0,0
357,698,kaffer,[1],1.0,1
358,698,kaukasisch,"[0, 0]",0.0,0
359,698,knecht,[0],0.0,0
360,698,mongool,[1],1.0,1
361,698,moslim,"[0, 0, 0, 0, 0]",0.0,0
362,698,mulat,[0],0.0,0
363,698,neger,[1],1.0,1
364,698,negerslaven,[1],1.0,1
365,698,ontdekken,[0],0.0,0
366,698,westers,[0],0.0,0
367,698,zwartje,[1],1.0,1
368,741,achtergrond,"[0, 0]",0.0,0
369,741,afgod,"[0, 0]",0.0,0
370,741,afkomst,[0],0.0,0
371,741,aziatisch,"[0, 0]",0.0,0
372,741,dwerg,"[0, 0]",0.0,0
373,741,gemengd,"[0, 0, 0, 0, 0]",0.0,0
374,741,halfbloed,"[1, 1]",1.0,1
375,741,historisch,[0],0.0,0
376,741,inboorling,"[1, 1]",1.0,1
377,741,inheems,"[0, 0, 0]",0.0,0
378,741,kaukasisch,"[0, 0]",0.0,0
379,741,knecht,[0],0.0,0
380,741,mongool,[1],1.0,1
381,741,moslim,"[0, 0, 0, 0, 0]",0.0,0
382,741,mulat,[1],1.0,1
383,741,muzelman,[1],1.0,1
384,741,neger,[1],1.0,1
385,741,negerslaven,[1],1.0,1
386,741,ontdekken,[0],0.0,0
387,741,zwartje,[0],0.0,0
388,774,achtergrond,"[0, 0]",0.0,0
389,774,afgod,"[0, 0]",0.0,0
390,774,afkomst,[0],0.0,0
391,774,aziatisch,[0],0.0,0
392,774,dwerg,[0],0.0,0
393,774,gemengd,"[0, 0, 0, 0]",0.0,0
394,774,halfbloed,"[0, 1]",0.5,0
395,774,historisch,[1],1.0,1
396,774,inheems,"[0, 0]",0.0,0
397,774,kaffer,[0],0.0,0
398,774,kaukasisch,"[0, 0]",0.0,0
399,774,knecht,[0],0.0,0
400,774,koelie,[1],1.0,1
401,774,moslim,"[0, 0, 1]",0.3333333333333333,0
402,774,mulat,[0],0.0,0
403,774,negerslaven,[1],1.0,1
404,774,ontdekken,[1],1.0,1
405,774,zwartje,[0],0.0,0
406,807,achtergrond,"[0, 0]",0.0,0
407,807,afgod,"[1, 1]",1.0,1
408,807,afkomst,[0],0.0,0
409,807,aziatisch,"[1, 0]",0.5,0
410,807,baboe,[0],0.0,0
411,807,dwerg,[1],1.0,1
412,807,gemengd,"[0, 0, 0, 0]",0.0,0
413,807,halfbloed,"[1, 1]",1.0,1
414,807,historisch,[0],0.0,0
415,807,inboorling,"[1, 1]",1.0,1
416,807,inheems,"[0, 0]",0.0,0
417,807,kaukasisch,[0],0.0,0
418,807,knecht,[0],0.0,0
419,807,koelie,[0],0.0,0
420,807,moslim,"[0, 0]",0.0,0
421,807,neger,[1],1.0,1
422,807,negerslaven,[1],1.0,1
423,807,ontdekken,[0],0.0,0
424,807,zwartje,[0],0.0,0
425,837,achtergrond,"[0, 0, 0, 0]",0.0,0
426,837,aziatisch,"[0, 0]",0.0,0
427,837,gemengd,[0],0.0,0
428,837,halfbloed,[1],1.0,1
429,837,historisch,"[0, 0]",0.0,0
430,837,indo,[0],0.0,0
431,837,kaffer,[1],1.0,1
432,837,koppensneller,[1],1.0,1
433,837,moor,[0],0.0,0
434,837,neger,"[1, 1]",1.0,1
435,837,onbeschaafd,[0],0.0,0
436,837,primitief,[0],0.0,0
437,837,slaven,[1],1.0,1
438,837,slavenschip,"[1, 1]",1.0,1
439,837,traditioneel,[0],0.0,0
440,876,achtergrond,"[0, 0, 0, 0]",0.0,0
441,876,afgod,[0],0.0,0
442,876,aziatisch,"[0, 0]",0.0,0
443,876,blank,[0],0.0,0
444,876,dwerg,[0],0.0,0
445,876,gemengd,[0],0.0,0
446,876,halfbloed,[0],0.0,0
447,876,historisch,"[0, 0]",0.0,0
448,876,indiaan,[1],1.0,1
449,876,indisch,[0],0.0,0
450,876,indo,[0],0.0,0
451,876,inheems,[0],0.0,0
452,876,koppensneller,[0],0.0,0
453,876,lilliputter,[1],1.0,1
454,876,moor,[0],0.0,0
455,876,neger,"[1, 1]",1.0,1
456,876,primitief,[1],1.0,1
457,876,slaven,[1],1.0,1
458,876,slavenschip,"[1, 1]",1.0,1
459,876,traditioneel,[0],0.0,0
460,917,achtergrond,"[0, 0, 0, 0]",0.0,0
461,917,afgod,[0],0.0,0
462,917,aziatisch,"[0, 0]",0.0,0
463,917,berber,[0],0.0,0
464,917,blank,[0],0.0,0
465,917,dwerg,[1],1.0,1
466,917,gemengd,[0],0.0,0
467,917,halfbloed,[1],1.0,1
468,917,historisch,"[0, 0]",0.0,0
469,917,inboorling,[1],1.0,1
470,917,indiaan,[1],1.0,1
471,917,indisch,[0],0.0,0
472,917,indo,[0],0.0,0
473,917,inheems,"[0, 0]",0.0,0
474,917,koppensneller,[0],0.0,0
475,917,lilliputter,[1],1.0,1
476,917,mesties,[0],0.0,0
477,917,moor,"[1, 0]",0.5,0
478,917,neger,"[1, 1]",1.0,1
479,917,primitief,[0],0.0,0
480,917,slaven,[0],0.0,0
481,917,slavenschip,"[0, 0]",0.0,0
482,917,traditioneel,[0],0.0,0
483,917,westers,[0],0.0,0
484,946,achtergrond,"[0, 0, 0]",0.0,0
485,946,afgod,[1],1.0,1
486,946,aziatisch,"[0, 0]",0.0,0
487,946,blank,[1],1.0,1
488,946,halfbloed,[1],1.0,1
489,946,historisch,[0],0.0,0
490,946,indiaan,[0],0.0,0
491,946,indo,[0],0.0,0
492,946,inheems,[1],1.0,1
493,946,kaffer,"[0, 1]",0.5,0
494,946,moor,[0],0.0,0
495,946,neger,"[1, 1]",1.0,1
496,946,primitief,[1],1.0,1
497,946,slavenschip,"[1, 1]",1.0,1
498,946,traditioneel,[0],0.0,0
499,979,achtergrond,"[1, 0]",0.5,0
500,979,afkomst,[1],1.0,1
501,979,aziatisch,"[1, 0]",0.5,0
502,979,baboe,[1],1.0,1
503,979,dwerg,[1],1.0,1
504,979,gemengd,"[0, 0]",0.0,0
505,979,historisch,"[1, 0]",0.5,0
506,979,homo,[1],1.0,1
507,979,inlandsche,"[0, 0]",0.0,0
508,979,islamiet,[1],1.0,1
509,979,kaffer,[1],1.0,1
510,979,knecht,[0],0.0,0
511,979,kokkie,[0],0.0,0
512,979,koppensneller,[0],0.0,0
513,979,mongool,[1],1.0,1
514,979,moslim,[1],1.0,1
515,979,neger,"[1, 1]",1.0,1
516,979,volbloed,[1],1.0,1
517,979,zigeuner,[0],0.0,0
518,1017,achtergrond,"[0, 1, 1, 1]",0.75,1
519,1017,afgod,[1],1.0,1
520,1017,aziatisch,[0],0.0,0
521,1017,blank,[1],1.0,1
522,1017,dwerg,[1],1.0,1
523,1017,gemengd,[1],1.0,1
524,1017,halfbloed,[1],1.0,1
525,1017,historisch,[1],1.0,1
526,1017,inboorling,[1],1.0,1
527,1017,indiaan,[1],1.0,1
528,1017,indo,[1],1.0,1
529,1017,inheems,[1],1.0,1
530,1017,kaffer,[1],1.0,1
531,1017,koppensneller,[0],0.0,0
532,1017,lilliputter,[1],1.0,1
533,1017,mesties,[0],0.0,0
534,1017,moor,[1],1.0,1
535,1017,neger,"[1, 1]",1.0,1
536,1017,onbeschaafd,[1],1.0,1
537,1017,primitief,[0],0.0,0
538,1017,slaven,[0],0.0,0
539,1017,slavenschip,"[1, 0]",0.5,0
540,1064,achtergrond,"[0, 0, 0, 0]",0.0,0
541,1064,afgod,[0],0.0,0
542,1064,aziatisch,"[0, 0]",0.0,0
543,1064,berber,[0],0.0,0
544,1064,blank,[0],0.0,0
545,1064,dwerg,[1],1.0,1
546,1064,gemengd,[0],0.0,0
547,1064,halfbloed,[0],0.0,0
548,1064,historisch,"[0, 0]",0.0,0
549,1064,inboorling,[0],0.0,0
550,1064,indiaan,[1],1.0,1
551,1064,indisch,[0],0.0,0
552,1064,indo,[0],0.0,0
553,1064,inheems,"[0, 0]",0.0,0
554,1064,kaffer,[0],0.0,0
555,1064,koppensneller,[1],1.0,1
556,1064,lilliputter,[1],1.0,1
557,1064,mesties,[0],0.0,0
558,1064,moor,[0],0.0,0
559,1064,neger,"[1, 1]",1.0,1
560,1064,onbeschaafd,[0],0.0,0
561,1064,primitief,[0],0.0,0
562,1064,slavenschip,"[0, 0]",0.0,0
563,1064,traditioneel,[0],0.0,0
564,1064,westers,[0],0.0,0
565,1113,achtergrond,"[0, 0, 0, 0]",0.0,0
566,1113,afgod,[1],1.0,1
567,1113,aziatisch,"[0, 0]",0.0,0
568,1113,berber,[0],0.0,0
569,1113,blank,[0],0.0,0
570,1113,dwerg,[1],1.0,1
571,1113,gemengd,[0],0.0,0
572,1113,halfbloed,[1],1.0,1
573,1113,historisch,[0],0.0,0
574,1113,inboorling,[1],1.0,1
575,1113,indiaan,[1],1.0,1
576,1113,indisch,[0],0.0,0
577,1113,indo,[1],1.0,1
578,1113,inheems,"[0, 0]",0.0,0
579,1113,kaffer,"[1, 1]",1.0,1
580,1113,koppensneller,[0],0.0,0
581,1113,lilliputter,[0],0.0,0
582,1113,mesties,[1],1.0,1
583,1113,moor,"[0, 0]",0.0,0
584,1113,neger,"[1, 1]",1.0,1
585,1113,onbeschaafd,[1],1.0,1
586,1113,primitief,[1],1.0,1
587,1113,slaven,[1],1.0,1
588,1113,slavenschip,"[1, 1]",1.0,1
589,1113,traditioneel,[0],0.0,0
590,1113,westers,[0],0.0,0
591,1158,achtergrond,"[0, 0, 0]",0.0,0
592,1158,afgod,[1],1.0,1
593,1158,aziatisch,"[0, 0]",0.0,0
594,1158,berber,[0],0.0,0
595,1158,blank,[0],0.0,0
596,1158,dwerg,[1],1.0,1
597,1158,gemengd,[0],0.0,0
598,1158,halfbloed,[0],0.0,0
599,1158,historisch,"[0, 0]",0.0,0
600,1158,inboorling,[0],0.0,0
601,1158,indiaan,[0],0.0,0
602,1158,indisch,[0],0.0,0
603,1158,indo,[0],0.0,0
604,1158,inheems,"[0, 0]",0.0,0
605,1158,kaffer,"[0, 1]",0.5,0
606,1158,lilliputter,[0],0.0,0
607,1158,moor,"[0, 0]",0.0,0
608,1158,neger,"[0, 1]",0.5,0
609,1158,onbeschaafd,[1],1.0,1
610,1158,primitief,[0],0.0,0
611,1158,slaven,[1],1.0,1
612,1158,slavenschip,"[0, 0]",0.0,0
613,1158,traditioneel,[0],0.0,0
614,1158,westers,[0],0.0,0
615,1200,achtergrond,"[0, 1, 0]",0.3333333333333333,0
616,1200,aziatisch,[0],0.0,0
617,1200,barbaar,[1],1.0,1
618,1200,blank,"[0, 1]",0.5,0
619,1200,boesman,[0],0.0,0
620,1200,dwerg,[1],1.0,1
621,1200,eskimo,"[0, 0]",0.0,0
622,1200,exotisch,[0],0.0,0
623,1200,gemengd,"[0, 1, 0]",0.3333333333333333,0
624,1200,halfbloed,[0],0.0,0
625,1200,historisch,"[0, 0]",0.0,0
626,1200,homo,[0],0.0,0
627,1200,indisch,[0],0.0,0
628,1200,inheems,"[0, 0, 0, 0]",0.0,0
629,1200,mulat,[1],1.0,1
630,1200,muzelman,[1],1.0,1
631,1200,neger,[1],1.0,1
632,1200,ontdekken,[0],0.0,0
633,1200,slaaf,"[1, 1]",1.0,1
634,1200,slaven,[1],1.0,1
635,1200,slavenschip,[1],1.0,1
636,1200,stam,[0],0.0,0
637,1200,zwartje,[1],1.0,1
638,1248,achtergrond,"[0, 0, 0]",0.0,0
639,1248,aziatisch,"[0, 0]",0.0,0
640,1248,barbaar,[1],1.0,1
641,1248,berber,[0],0.0,0
642,1248,blank,"[0, 0]",0.0,0
643,1248,boesman,[0],0.0,0
644,1248,dwerg,[1],1.0,1
645,1248,eskimo,"[1, 1]",1.0,1
646,1248,exotisch,[0],0.0,0
647,1248,gemengd,"[0, 0, 0]",0.0,0
648,1248,halfbloed,"[1, 0]",0.5,0
649,1248,historisch,"[0, 0, 0]",0.0,0
650,1248,homo,[0],0.0,0
651,1248,hottentot,[0],0.0,0
652,1248,indisch,[0],0.0,0
653,1248,inheems,"[0, 0, 0, 0]",0.0,0
654,1248,kaffer,[1],1.0,1
655,1248,moslim,[0],0.0,0
656,1248,mulat,[1],1.0,1
657,1248,muzelman,[1],1.0,1
658,1248,neger,[0],0.0,0
659,1248,ontdekken,[0],0.0,0
660,1248,slaaf,"[0, 0]",0.0,0
661,1248,slaven,[0],0.0,0
662,1248,slavenschip,[0],0.0,0
663,1248,stam,[0],0.0,0
664,1295,achtergrond,"[0, 0, 0]",0.0,0
665,1295,aziatisch,"[0, 0]",0.0,0
666,1295,baboe,[0],0.0,0
667,1295,barbaar,[1],1.0,1
668,1295,berber,[0],0.0,0
669,1295,blank,"[0, 1]",0.5,0
670,1295,dwerg,[1],1.0,1
671,1295,eskimo,"[1, 1]",1.0,1
672,1295,gemengd,"[0, 0, 0]",0.0,0
673,1295,halfbloed,"[1, 1]",1.0,1
674,1295,historisch,"[0, 0, 0]",0.0,0
675,1295,homo,[0],0.0,0
676,1295,hottentot,[1],1.0,1
677,1295,indisch,[0],0.0,0
678,1295,inheems,"[0, 0, 0, 0]",0.0,0
679,1295,kaffer,[1],1.0,1
680,1295,moslim,[0],0.0,0
681,1295,mulat,[1],1.0,1
682,1295,muzelman,[1],1.0,1
683,1295,neger,[1],1.0,1
684,1295,ontdekken,[0],0.0,0
685,1295,slaaf,"[0, 0]",0.0,0
686,1295,slaven,[0],0.0,0
687,1295,slavenschip,[0],0.0,0
688,1295,stam,[0],0.0,0
689,1335,achtergrond,"[0, 0, 0]",0.0,0
690,1335,aziatisch,"[0, 0]",0.0,0
691,1335,barbaar,[0],0.0,0
692,1335,berber,[0],0.0,0
693,1335,blank,[0],0.0,0
694,1335,boesman,[1],1.0,1
695,1335,dwerg,[0],0.0,0
696,1335,eskimo,"[0, 0]",0.0,0
