url,europeana_issue_id,datestamp,date,publisher,spatial_distribution,spatial_origin,languages
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011214991:mpeg21:a0004,/9200359/BibliographicResource_3000115792759,2021-01-06T16:10:10.824Z,1900-08-09,Timmerman,Suriname,[Paramaribo],nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110530095:mpeg21:a0058,/9200359/BibliographicResource_3000115830920,2021-01-06T07:13:48.120Z,1940-06-01,Joh. Enschede en Zonen,Regionaal/lokaal,Haarlem,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010681717:mpeg21:a0032,/9200359/BibliographicResource_3000115462301,2021-01-05T20:08:37.273Z,1916-06-27,Wed. J. Abrahams & Zoon,Regionaal/lokaal,Middelburg,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010345854:mpeg21:a0039,/9200359/BibliographicResource_3000115846071,2021-01-06T07:50:45.659Z,1940-01-15,J. Morpurgo,Suriname,Paramaribo,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110570151:mpeg21:a0129,/9200359/BibliographicResource_3000115903786,2021-01-06T11:09:08.540Z,1930-06-18,Dagblad De Telegraaf,Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010327249:mpeg21:a0060,/9200359/BibliographicResource_3000100721294,2021-01-07T06:18:08.849Z,1940-04-26,K. Weyerhorst,Regionaal/lokaal,Heerlen,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011217725:mpeg21:a0051,/9200359/BibliographicResource_3000115788844,2021-01-06T16:15:42.647Z,1932-07-24,Timmerman,Suriname,[Paramaribo],nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011180271:mpeg21:a0022,/9200359/BibliographicResource_3000115995442,2021-01-06T15:44:04.565Z,1896-09-16,The Heyrman Pub. Co,Verenigde Staten,"De Pere, Brown, Wisconsin","en, nl"
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110621041:mpeg21:a0129,/9200359/BibliographicResource_3000115943919,2021-01-06T15:34:38.151Z,1907-07-09,"Roost, Hoogesteger & Co.",Verenigde Staten,[s.l.],"de, nl"
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011090712:mpeg21:a0046,/9200359/BibliographicResource_3000115908936,2021-01-06T11:32:54.937Z,1913-07-08,W. Kraan,Suriname,Paramaribo,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010029875:mpeg21:a0264,/9200359/BibliographicResource_3000112878625,2021-01-07T00:23:58.416Z,1928-09-21,Nĳgh,Landelijk,Rotterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010479354:mpeg21:a0018,/9200359/BibliographicResource_3000113011716,2021-01-06T20:06:16.506Z,1893-08-02,A.L.G. de Randamie,Suriname,Paramaribo,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110562877:mpeg21:a0180,/9200359/BibliographicResource_3000115867478,2021-01-06T09:51:32.012Z,1924-11-18,Dagblad De Telegraaf,Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010315640:mpeg21:a0131,/9200359/BibliographicResource_3000112938973,2021-01-06T23:10:17.901Z,1940-12-07,A. Arts,Regionaal/lokaal,Tilburg,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010035719:mpeg21:a0140,/9200359/BibliographicResource_3000112889855,2021-01-06T23:28:18.204Z,1917-10-01,Nĳgh,Landelijk,Rotterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010605681:mpeg21:a0147,/9200359/BibliographicResource_3000115447424,2021-01-05T18:41:10.147Z,1932-11-22,D.R. Smeding en M. Koon,Regionaal/lokaal,Leeuwarden,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011133341:mpeg21:a0011,/9200359/BibliographicResource_3000115987556,2021-01-06T14:41:43.986Z,1893-07-25,H. de Hoogh en Co.,Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010647361:mpeg21:a0229,/9200359/BibliographicResource_3000112765178,2021-01-07T05:54:50.042Z,1904-02-10,P. den Hengst en Zoon [etc.],Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010108034:mpeg21:a0110,/9200359/BibliographicResource_3000115913115,2021-01-06T11:54:44.184Z,1909-03-23,Steendrukkerĳ Roeloffzen en Hübner;NV De Kleine Courant,Regionaal/lokaal,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010940014:mpeg21:a0072,/9200359/BibliographicResource_3000115724736,2021-01-06T02:59:52.606Z,1940-07-01,Arbeiderspers,Regionaal/lokaal,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110621638:mpeg21:a0096,/9200359/BibliographicResource_3000115944521,2021-01-06T15:41:29.253Z,1916-09-05,"Roost, Hoogesteger & Co.",Verenigde Staten,[s.l.],nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010745565:mpeg21:a0185,/9200359/BibliographicResource_3000112835008,2021-01-07T08:35:22.780Z,1940-02-16,R. van der Velde,Regionaal/lokaal,Leeuwarden,"fy, nl"
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110619636:mpeg21:a0168,/9200359/BibliographicResource_3000115942454,2021-01-06T15:50:08.327Z,1918-05-10,Lont & Overkamp Pub. Co.,Verenigde Staten,"Paterson, New Jersey",nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010989949:mpeg21:a0008,/9200359/BibliographicResource_3000115543578,2021-01-05T18:56:41.680Z,1913-11-19,Sociaal-Democratische Partĳ,Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011002384:mpeg21:a0147,/9200359/BibliographicResource_3000115731268,2021-01-06T03:26:35.905Z,1940-04-06,A.W. Sĳthoff,Regionaal/lokaal,Rotterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010031360:mpeg21:a0111,/9200359/BibliographicResource_3000112879946,2021-01-07T00:05:30.480Z,1911-01-18,Nĳgh,Landelijk,Rotterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010029160:mpeg21:a0135,/9200359/BibliographicResource_3000112888558,2021-01-06T23:27:21.115Z,1927-07-23,Nĳgh,Landelijk,Rotterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010669760:mpeg21:a0024,/9200359/BibliographicResource_3000112786501,2021-01-07T06:08:30.466Z,1927-12-24,Nieuwenhuis,Regionaal/lokaal,Groningen,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010025640:mpeg21:a0002,/9200359/BibliographicResource_3000112876340,2021-01-07T00:28:13.627Z,1921-08-31,Nĳgh,Landelijk,Rotterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010030159:mpeg21:a0022,/9200359/BibliographicResource_3000112878922,2021-01-07T00:02:31.890Z,1929-03-10,Nĳgh,Landelijk,Rotterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011180413:mpeg21:a0062,/9200359/BibliographicResource_3000115617193,2021-01-06T15:44:58.163Z,1899-05-31,The Heyrman Pub. Co,Verenigde Staten,"De Pere, Brown, Wisconsin",nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011218321:mpeg21:a0020,/9200359/BibliographicResource_3000115780494,2021-01-06T16:17:04.949Z,1940-04-17,Timmerman,Suriname,[Paramaribo],nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010599914:mpeg21:a0020,/9200359/BibliographicResource_3000115451856,2021-01-05T19:44:25.891Z,1913-12-02,D.R. Smeding en M. Koon,Regionaal/lokaal,Leeuwarden,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010027151:mpeg21:a0212,/9200359/BibliographicResource_3000112906275,2021-01-07T00:44:43.755Z,1924-04-16,Nĳgh,Landelijk,Rotterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010280936:mpeg21:a0028,/9200359/BibliographicResource_3000115685204,2021-01-06T00:43:28.347Z,1930-03-22,NV Paulus Drukkerĳ,Nederlandse Antillen,[Willemstad,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010385927:mpeg21:a0068,/9200359/BibliographicResource_3000115685434,2021-01-06T00:44:00.835Z,1894-05-12,Gebr. Verhoeven,Landelijk,s-Hertogenbosch,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010337181:mpeg21:a0157,/9200359/BibliographicResource_3000100721344,2021-01-07T06:21:14.532Z,1910-07-13,P. den Hengst en Zoon [etc.],Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010601568:mpeg21:a0120,/9200359/BibliographicResource_3000115452331,2021-01-05T19:45:12.223Z,1919-04-28,D.R. Smeding en M. Koon,Regionaal/lokaal,Leeuwarden,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011114604:mpeg21:a0058,/9200359/BibliographicResource_3000115729050,2021-01-06T03:19:53.783Z,1928-03-22,Arbeiderspers,Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110634495:mpeg21:a0044,/9200359/BibliographicResource_3000115939280,2021-01-06T12:46:27.242Z,1934-07-11,W. Kraan,Suriname,Paramaribo,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010474502:mpeg21:a0034,/9200359/BibliographicResource_3000113032088,2021-01-06T21:16:42.728Z,1939-02-24,Communistische Partĳ Nederland,Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110621229:mpeg21:a0036,/9200359/BibliographicResource_3000115944130,2021-01-06T15:36:52.150Z,1909-02-02,"Roost, Hoogesteger & Co.",Verenigde Staten,[s.l.],nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010125899:mpeg21:a0214,/9200359/BibliographicResource_3000112849584,2021-01-07T08:31:39.974Z,1898-04-25,Steendrukkerĳ Roeloffzen en Hübner;NV De Kleine Courant,Regionaal/lokaal,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011184021:mpeg21:a0065,/9200359/BibliographicResource_3000115617976,2021-01-06T16:02:02.306Z,1930-05-29,Henry Hospers,Verenigde Staten,"Orange City, Iowa",nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010656242:mpeg21:a0069,/9200359/BibliographicResource_3000112788734,2021-01-07T06:05:46.556Z,1914-10-21,P. den Hengst en Zoon [etc.],Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010345427:mpeg21:a0036,/9200359/BibliographicResource_3000112970663,2021-01-07T04:07:55.221Z,1936-11-24,J. Morpurgo,Suriname,Paramaribo,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010666669:mpeg21:a0246,/9200359/BibliographicResource_3000112787762,2021-01-07T05:35:50.432Z,1911-06-17,Nieuwenhuis,Regionaal/lokaal,Groningen,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010591645:mpeg21:a0035,/9200359/BibliographicResource_3000115705465,2021-01-06T01:57:18.727Z,1893-06-24,D.R. Smeding en M. Koon,Regionaal/lokaal,Leeuwarden,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010379705:mpeg21:a0078,/9200359/BibliographicResource_3000112969903,2021-01-07T04:05:47.135Z,1940-04-25,Gebr. Verhoeven,Landelijk,s-Hertogenbosch,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011134767:mpeg21:a0001,/9200359/BibliographicResource_3000115989024,2021-01-06T14:43:45.971Z,1896-04-01,H. de Hoogh en Co.,Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010883504:mpeg21:a0001,/9200359/BibliographicResource_3000115472631,2021-01-05T17:48:50.646Z,1896-07-03,Nieuwenhuis,Regionaal/lokaal,Groningen,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110620507:mpeg21:a0047,/9200359/BibliographicResource_3000115943348,2021-01-06T15:30:15.670Z,1895-10-15,"Roost, Hoogesteger & Co.",Verenigde Staten,[s.l.],nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011083360:mpeg21:a0094,/9200359/BibliographicResource_3000115978768,2021-01-06T14:19:14.886Z,1925-04-07,Sociaal-Democratische Arbeiderspartĳ (SDAP),Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010887830:mpeg21:a0242,/9200359/BibliographicResource_3000115471015,2021-01-05T17:51:35.972Z,1909-02-21,Nieuwenhuis,Regionaal/lokaal,Groningen,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011179898:mpeg21:a0022,/9200359/BibliographicResource_3000115612501,2021-01-06T15:41:38.079Z,1890-07-18,The Heyrman Pub. Co,Verenigde Staten,"De Pere, Brown, Wisconsin","nl, en"
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010693862:mpeg21:a0098,/9200359/BibliographicResource_3000112838722,2021-01-07T08:43:54.625Z,1940-07-26,Haan & Co,Regionaal/lokaal,Delfzĳl,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011172664:mpeg21:a0117,/9200359/BibliographicResource_3000115769369,2021-01-06T05:09:19.831Z,1937-08-18,Joh. Geradtsen comp.,Regionaal/lokaal,Hilversum,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110548511:mpeg21:a0135,/9200359/BibliographicResource_3000115901869,2021-01-06T10:58:26.969Z,1915-12-08,Dagblad De Telegraaf,Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010166892:mpeg21:a0008,/9200359/BibliographicResource_3000115965340,2021-01-06T13:42:42.638Z,1894-03-19,A.W. Sĳthoff,Regionaal/lokaal,Rotterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011211256:mpeg21:a0002,/9200359/BibliographicResource_3000115796808,2021-01-06T16:07:28.233Z,1903-01-15,Timmerman,Suriname,[Paramaribo],nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010479112:mpeg21:a0004,/9200359/BibliographicResource_3000115619234,2021-01-05T21:49:57.140Z,1891-03-04,A.L.G. de Randamie,Suriname,Paramaribo,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011180488:mpeg21:a0068,/9200359/BibliographicResource_3000115617284,2021-01-06T15:45:21.862Z,1900-11-07,The Heyrman Pub. Co,Verenigde Staten,"De Pere, Brown, Wisconsin",nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011081744:mpeg21:a0042,/9200359/BibliographicResource_3000115740506,2021-01-06T03:50:34.671Z,1909-10-28,Sociaal-Democratische Arbeiderspartĳ (SDAP),Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010127824:mpeg21:a0012,/9200359/BibliographicResource_3000100718953,2021-01-07T06:33:07.049Z,1897-08-17,P. den Hengst en Zoon [etc.],Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011184238:mpeg21:a0036,/9200359/BibliographicResource_3000115998507,2021-01-06T16:02:31.389Z,1928-07-12,Henry Hospers,Verenigde Staten,"Orange City, Iowa",nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110599528:mpeg21:a0040,/9200359/BibliographicResource_3000115875252,2021-01-06T10:20:24.525Z,1938-09-26,C.Misset,Regionaal/lokaal,Doetinchem,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110578554:mpeg21:a0281,/9200359/BibliographicResource_3000115864696,2021-01-06T09:38:44.439Z,1940-01-19,Dagblad De Telegraaf,Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010993299:mpeg21:a0015,/9200359/BibliographicResource_3000115560088,2021-01-05T19:49:16.207Z,1919-07-19,A. Arts,Regionaal/lokaal,Tilburg,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011062208:mpeg21:a0393,/9200359/BibliographicResource_3000115611127,2021-01-05T21:27:30.038Z,1940-04-20,s.n.,Regionaal/lokaal,Den Haag,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010025692:mpeg21:a0152,/9200359/BibliographicResource_3000112876395,2021-01-07T00:28:24.274Z,1921-09-30,Nĳgh,Landelijk,Rotterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010327398:mpeg21:a0213,/9200359/BibliographicResource_3000112941597,2021-01-06T22:56:32.937Z,1940-08-31,K. Weyerhorst,Regionaal/lokaal,Heerlen,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110621373:mpeg21:a0047,/9200359/BibliographicResource_3000115944262,2021-01-06T15:38:40.516Z,1910-12-13,"Roost, Hoogesteger & Co.",Verenigde Staten,[s.l.],nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010296518:mpeg21:a0114,/9200359/BibliographicResource_3000112925719,2021-01-07T03:10:26.768Z,1917-04-24,A.W. Sĳthoff,Regionaal/lokaal,Rotterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011211779:mpeg21:a0002,/9200359/BibliographicResource_3000115776873,2021-01-06T05:25:37.630Z,1890-03-01,NV Paulus Drukkerĳ,Nederlandse Antillen,[Willemstad,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011216803:mpeg21:a0059,/9200359/BibliographicResource_3000115777253,2021-01-06T16:13:50.313Z,1917-08-12,Timmerman,Suriname,[Paramaribo],nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110556770:mpeg21:a0003,/9200359/BibliographicResource_3000115833203,2021-01-06T07:19:58.775Z,1901-06-15,Dagblad De Telegraaf,Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010661009:mpeg21:a0377,/9200359/BibliographicResource_3000112821212,2021-01-07T07:33:41.766Z,1930-02-03,P. den Hengst en Zoon [etc.],Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010280367:mpeg21:a0004,/9200359/BibliographicResource_3000115974358,2021-01-06T13:56:26.243Z,1914-02-07,NV Paulus Drukkerĳ,Nederlandse Antillen,[Willemstad,"nl, es"
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011135865:mpeg21:a0031,/9200359/BibliographicResource_3000115733686,2021-01-06T03:35:46.634Z,1899-11-06,H. de Hoogh en Co.,Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010197429:mpeg21:a0114,/9200359/BibliographicResource_3000112779225,2021-01-07T04:49:51.491Z,1909-05-15,A.W. Sĳthoff,Regionaal/lokaal,Rotterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010883452:mpeg21:a0001,/9200359/BibliographicResource_3000115520780,2021-01-05T17:50:19.177Z,1901-11-01,Nieuwenhuis,Regionaal/lokaal,Groningen,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110548439:mpeg21:a0050,/9200359/BibliographicResource_3000115901814,2021-01-06T10:58:07.175Z,1915-10-30,Dagblad De Telegraaf,Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010858098:mpeg21:a0024,/9200359/BibliographicResource_3000112915282,2021-01-06T23:45:36.952Z,1893-12-15,J.B. de Mesquita,Landelijk,Amsterdam,"nl, he"
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010941163:mpeg21:a0012,/9200359/BibliographicResource_3000115952268,2021-01-06T13:13:00.057Z,1940-11-11,Arbeiderspers,Regionaal/lokaal,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011071298:mpeg21:a0062,/9200359/BibliographicResource_3000115611563,2021-01-05T21:28:13.210Z,1934-09-19,P.A. May,Suriname,[Paramaribo],nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010662824:mpeg21:a0196,/9200359/BibliographicResource_3000112812456,2021-01-07T07:14:43.495Z,1940-12-25,P. den Hengst en Zoon [etc.],Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110578366:mpeg21:a0002,/9200359/BibliographicResource_3000115857650,2021-01-06T08:59:30.311Z,1940-06-28,Dagblad De Telegraaf,Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011176218:mpeg21:a0003,/9200359/BibliographicResource_3000115614141,2021-01-06T15:25:09.759Z,1928-08-21,"Roost, Hoogesteger & Co.",Verenigde Staten,[s.l.],nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010666972:mpeg21:a0042,/9200359/BibliographicResource_3000112809506,2021-01-07T08:07:14.641Z,1914-05-29,Nieuwenhuis,Regionaal/lokaal,Groningen,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010540439:mpeg21:a0058,/9200359/BibliographicResource_3000115660596,2021-01-05T23:27:51.345Z,1938-11-17,Gebr. Verhoeven,Landelijk,s-Hertogenbosch,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010280864:mpeg21:a0012,/9200359/BibliographicResource_3000115933376,2021-01-06T12:35:25.022Z,1923-10-06,NV Paulus Drukkerĳ,Nederlandse Antillen,[Willemstad,"nl, es"
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010281457:mpeg21:a0002,/9200359/BibliographicResource_3000112776529,2021-01-07T08:00:33.441Z,1937-03-10,NV Paulus Drukkerĳ,Nederlandse Antillen,[Willemstad,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010030531:mpeg21:a0129,/9200359/BibliographicResource_3000112879333,2021-01-06T23:56:44.841Z,1929-10-16,Nĳgh,Landelijk,Rotterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010108307:mpeg21:a0101,/9200359/BibliographicResource_3000112899377,2021-01-07T00:10:03.281Z,1910-02-11,Steendrukkerĳ Roeloffzen en Hübner;NV De Kleine Courant,Regionaal/lokaal,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010592368:mpeg21:a0039,/9200359/BibliographicResource_3000115441267,2021-01-05T18:13:32.629Z,1895-10-31,D.R. Smeding en M. Koon,Regionaal/lokaal,Leeuwarden,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010933175:mpeg21:a0067,/9200359/BibliographicResource_3000115482903,2021-01-05T16:45:29.377Z,1924-11-20,Nieuwe Limburger koerier;Uitgeversmaatschappĳ Limburgs Dagblad,Regionaal/lokaal,Heerlen,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011083900:mpeg21:a0109,/9200359/BibliographicResource_3000115740630,2021-01-06T03:50:53.388Z,1940-07-19,De Veste,Landelijk,s-Gravenhage,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010105020:mpeg21:a0053,/9200359/BibliographicResource_3000112779817,2021-01-07T06:01:37.924Z,1895-05-25,P. den Hengst en Zoon [etc.],Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010295514:mpeg21:a0021,/9200359/BibliographicResource_3000112932182,2021-01-07T01:38:50.459Z,1914-05-19,A.W. Sĳthoff,Regionaal/lokaal,Rotterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110636626:mpeg21:a0024,/9200359/BibliographicResource_3000115939885,2021-01-06T12:47:37.548Z,1938-09-14,W. Kraan,Suriname,Paramaribo,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010027230:mpeg21:a0133,/9200359/BibliographicResource_3000112906350,2021-01-07T00:44:51.672Z,1924-06-04,Nĳgh,Landelijk,Rotterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011183444:mpeg21:a0067,/9200359/BibliographicResource_3000115997998,2021-01-06T16:00:35.675Z,1919-04-24,Henry Hospers,Verenigde Staten,"Orange City, Iowa",nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010508636:mpeg21:a0002,/9200359/BibliographicResource_3000113012873,2021-01-06T20:08:13.416Z,1894-06-06,A.L.G. de Randamie,Suriname,Paramaribo,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011070937:mpeg21:a0045,/9200359/BibliographicResource_3000115605057,2021-01-05T21:11:33.879Z,1932-09-10,P.A. May,Suriname,[Paramaribo],nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010093687:mpeg21:a0153,/9200359/BibliographicResource_3000100608492,2021-01-06T17:21:57.800Z,1897-06-14,Steendrukkerĳ Roeloffzen en Hübner;NV De Kleine Courant,Regionaal/lokaal,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011134989:mpeg21:a0001,/9200359/BibliographicResource_3000115989246,2021-01-06T14:44:02.825Z,1896-12-21,H. de Hoogh en Co.,Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010942794:mpeg21:a0225,/9200359/BibliographicResource_3000115726327,2021-01-06T03:03:23.582Z,1938-06-11,Arbeiderspers,Regionaal/lokaal,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010514091:mpeg21:a0186,/9200359/BibliographicResource_3000115903908,2021-01-06T11:10:20.937Z,1927-09-14,A.W. Sĳthoff,Regionaal/lokaal,Rotterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010017406:mpeg21:a0137,/9200359/BibliographicResource_3000112886998,2021-01-07T02:51:16.938Z,1937-09-11,M. Nĳhoff [etc.],Landelijk,s-Gravenhage,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010139575:mpeg21:a0106,/9200359/BibliographicResource_3000115922876,2021-01-06T12:11:57.183Z,1891-04-16,Steendrukkerĳ Roeloffzen en Hübner;NV De Kleine Courant,Regionaal/lokaal,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010649205:mpeg21:a0133,/9200359/BibliographicResource_3000115193105,2021-01-06T21:46:13.272Z,1902-10-11,P. den Hengst en Zoon [etc.],Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010192495:mpeg21:a0035,/9200359/BibliographicResource_3000112928198,2021-01-07T00:54:36.664Z,1925-10-09,N. Luĳten,Regionaal/lokaal,Tilburg,nl
