url,europeana_issue_id,datestamp,date,publisher,spatial_distribution,spatial_origin,languages
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011151960:mpeg21:a0104,/9200359/BibliographicResource_3000115807596,2021-01-06T06:26:48.057Z,1925-02-06,C.Misset,Regionaal/lokaal,Doetinchem,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011214444:mpeg21:a0001,/9200359/BibliographicResource_3000115809337,2021-01-06T16:08:17.966Z,1894-08-12,Timmerman,Suriname,[Paramaribo],nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010539367:mpeg21:a0078,/9200359/BibliographicResource_3000115657642,2021-01-05T23:19:12.030Z,1938-05-23,Gebr. Verhoeven,Landelijk,s-Hertogenbosch,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110578556:mpeg21:a0209,/9200359/BibliographicResource_3000115864663,2021-01-06T09:38:45.013Z,1940-01-20,Dagblad De Telegraaf,Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010037004:mpeg21:a0154,/9200359/BibliographicResource_3000112883692,2021-01-07T01:16:26.367Z,1919-10-31,Nĳgh,Landelijk,Rotterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010008390:mpeg21:a0013,/9200359/BibliographicResource_3000112894387,2021-01-06T23:01:57.484Z,1923-04-06,M. Nĳhoff [etc.],Landelijk,s-Gravenhage,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011211898:mpeg21:a0008,/9200359/BibliographicResource_3000115776972,2021-01-06T05:25:44.475Z,1892-06-11,NV Paulus Drukkerĳ,Nederlandse Antillen,[Willemstad,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110638006:mpeg21:a0139,/9200359/BibliographicResource_3000115940679,2021-01-06T12:49:53.916Z,1930-11-26,Kolff & Co,Nederlands-Indië / Indonesië,Soerabaja,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010296025:mpeg21:a0004,/9200359/BibliographicResource_3000100586133,2021-01-06T16:52:30.968Z,1915-06-07,A.W. Sĳthoff,Regionaal/lokaal,Rotterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010028152:mpeg21:a0158,/9200359/BibliographicResource_3000112877659,2021-01-07T00:25:54.298Z,1925-11-29,Nĳgh,Landelijk,Rotterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110620404:mpeg21:a0094,/9200359/BibliographicResource_3000115943213,2021-01-06T15:29:52.392Z,1893-10-17,"Roost, Hoogesteger & Co.",Verenigde Staten,[s.l.],nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011180495:mpeg21:a0052,/9200359/BibliographicResource_3000115617266,2021-01-06T15:45:24.564Z,1900-12-26,The Heyrman Pub. Co,Verenigde Staten,"De Pere, Brown, Wisconsin",nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011215569:mpeg21:a0005,/9200359/BibliographicResource_3000115792921,2021-01-06T16:11:20.828Z,1906-03-04,Timmerman,Suriname,[Paramaribo],nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010008215:mpeg21:a0190,/9200359/BibliographicResource_3000112868944,2021-01-07T09:36:28.443Z,1922-12-20,M. Nĳhoff [etc.],Landelijk,s-Gravenhage,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011131153:mpeg21:a0138,/9200359/BibliographicResource_3000115959884,2021-01-06T13:36:22.795Z,1940-11-22,H. de Hoogh en Co.,Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010662396:mpeg21:a0113,/9200359/BibliographicResource_3000112811317,2021-01-07T07:12:43.334Z,1940-08-08,P. den Hengst en Zoon [etc.],Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010600787:mpeg21:a0120,/9200359/BibliographicResource_3000115457600,2021-01-05T19:47:40.153Z,1916-10-09,D.R. Smeding en M. Koon,Regionaal/lokaal,Leeuwarden,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010942756:mpeg21:a0042,/9200359/BibliographicResource_3000115726265,2021-01-06T03:03:05.193Z,1938-04-26,Arbeiderspers,Regionaal/lokaal,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010008504:mpeg21:a0175,/9200359/BibliographicResource_3000112884894,2021-01-07T01:14:37.273Z,1923-06-11,M. Nĳhoff [etc.],Landelijk,s-Gravenhage,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011026039:mpeg21:a0146,/9200359/BibliographicResource_3000115799717,2021-01-06T06:14:44.001Z,1940-05-23,Bomans en Co.,Regionaal/lokaal,Haarlem,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010213532:mpeg21:a0003,/9200359/BibliographicResource_3000112928305,2021-01-07T00:55:06.640Z,1905-01-02,A.W. Sĳthoff,Regionaal/lokaal,Rotterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010882837:mpeg21:a0003,/9200359/BibliographicResource_3000115472410,2021-01-05T17:45:30.348Z,1911-03-29,Nieuwenhuis,Regionaal/lokaal,Groningen,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110620516:mpeg21:a0181,/9200359/BibliographicResource_3000115943333,2021-01-06T15:30:22.392Z,1895-12-17,"Roost, Hoogesteger & Co.",Verenigde Staten,[s.l.],nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010591014:mpeg21:a0003,/9200359/BibliographicResource_3000115712593,2021-01-06T02:20:55.851Z,1891-06-06,D.R. Smeding en M. Koon,Regionaal/lokaal,Leeuwarden,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010379826:mpeg21:a0086,/9200359/BibliographicResource_3000112970046,2021-01-07T04:06:13.142Z,1940-07-21,Gebr. Verhoeven,Landelijk,s-Hertogenbosch,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010669348:mpeg21:a0129,/9200359/BibliographicResource_3000112812768,2021-01-07T07:21:47.575Z,1926-05-20,Nieuwenhuis,Regionaal/lokaal,Groningen,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010596126:mpeg21:a0063,/9200359/BibliographicResource_3000115718369,2021-01-06T02:41:47.323Z,1901-07-16,D.R. Smeding en M. Koon,Regionaal/lokaal,Leeuwarden,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011181480:mpeg21:a0047,/9200359/BibliographicResource_3000115996212,2021-01-06T15:51:54.593Z,1890-07-03,Henry Hospers,Verenigde Staten,"Orange City, Iowa",nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010021472:mpeg21:a0037,/9200359/BibliographicResource_3000112892210,2021-01-06T23:38:02.293Z,1909-12-07,Sociaal-Democratische Arbeiderspartĳ (SDAP),Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010858719:mpeg21:a0031,/9200359/BibliographicResource_3000112912821,2021-01-07T01:29:45.897Z,1898-12-09,J.B. de Mesquita,Landelijk,Amsterdam,"nl, he"
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010195953:mpeg21:a0028,/9200359/BibliographicResource_3000115923646,2021-01-06T12:13:51.237Z,1898-02-27,N. Luĳten,Regionaal/lokaal,Tilburg,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011153838:mpeg21:a0148,/9200359/BibliographicResource_3000115761207,2021-01-06T04:44:36.817Z,1940-01-31,C.Misset,Regionaal/lokaal,Doetinchem,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110612934:mpeg21:a0125,/9200359/BibliographicResource_3000115933646,2021-01-06T15:27:34.728Z,1917-10-02,"Roost, Hoogesteger & Co.",Verenigde Staten,[s.l.],nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010692306:mpeg21:a0156,/9200359/BibliographicResource_3000112838674,2021-01-07T08:43:41.888Z,1940-05-25,bP J.A. Willige Gratema,Regionaal/lokaal,Assen,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010598761:mpeg21:a0004,/9200359/BibliographicResource_3000115439860,2021-01-05T19:24:30.625Z,1910-02-23,D.R. Smeding en M. Koon,Regionaal/lokaal,Leeuwarden,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010653461:mpeg21:a0010,/9200359/BibliographicResource_3000115721465,2021-01-06T02:54:18.527Z,1918-11-27,P. den Hengst en Zoon [etc.],Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011217658:mpeg21:a0065,/9200359/BibliographicResource_3000115788784,2021-01-06T16:15:32.729Z,1931-11-29,Timmerman,Suriname,[Paramaribo],nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010340271:mpeg21:a0006,/9200359/BibliographicResource_3000112969487,2021-01-07T04:08:44.189Z,1898-04-22,J. Morpurgo,Suriname,Paramaribo,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010662357:mpeg21:a0190,/9200359/BibliographicResource_3000112811256,2021-01-07T07:12:31.334Z,1940-07-16,P. den Hengst en Zoon [etc.],Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010328400:mpeg21:a0154,/9200359/BibliographicResource_3000112952565,2021-01-07T01:52:00.325Z,1940-08-24,C.A. Thieme,Regionaal/lokaal,Arnhem,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010234919:mpeg21:a0002,/9200359/BibliographicResource_3000112852762,2021-01-07T08:20:48.283Z,1926-10-20,A. Arts,Regionaal/lokaal,Tilburg,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110578919:mpeg21:a0055,/9200359/BibliographicResource_3000115897418,2021-01-06T10:40:51.459Z,1939-05-23,Dagblad De Telegraaf,Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011183087:mpeg21:a0071,/9200359/BibliographicResource_3000115997616,2021-01-06T15:59:15.281Z,1910-09-08,Henry Hospers,Verenigde Staten,"Orange City, Iowa",nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010669552:mpeg21:a0174,/9200359/BibliographicResource_3000112786352,2021-01-07T06:07:29.564Z,1927-07-22,Nieuwenhuis,Regionaal/lokaal,Groningen,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011182608:mpeg21:a0062,/9200359/BibliographicResource_3000115617562,2021-01-06T15:56:38.750Z,1903-04-02,Henry Hospers,Verenigde Staten,"Orange City, Iowa",nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010599217:mpeg21:a0001,/9200359/BibliographicResource_3000115447053,2021-01-05T18:39:18.775Z,1911-08-17,D.R. Smeding en M. Koon,Regionaal/lokaal,Leeuwarden,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011117527:mpeg21:a0250,/9200359/BibliographicResource_3000115958820,2021-01-06T13:32:33.186Z,1940-04-20,Arbeiderspers,Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011170280:mpeg21:a0096,/9200359/BibliographicResource_3000115992140,2021-01-06T14:49:55.131Z,1930-09-18,Joh. Geradtsen comp.,Regionaal/lokaal,Hilversum,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110554381:mpeg21:a0138,/9200359/BibliographicResource_3000115833047,2021-01-06T07:19:36.232Z,1904-04-09,Dagblad De Telegraaf,Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011203869:mpeg21:a0019,/9200359/BibliographicResource_3000115834392,2021-01-06T07:24:08.037Z,1896-02-21,Dagblad De Telegraaf,Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010126136:mpeg21:a0127,/9200359/BibliographicResource_3000100635914,2021-01-06T18:03:32.707Z,1899-01-30,Steendrukkerĳ Roeloffzen en Hübner;NV De Kleine Courant,Regionaal/lokaal,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011117610:mpeg21:a0163,/9200359/BibliographicResource_3000115981514,2021-01-06T14:27:45.687Z,1940-08-17,Arbeiderspers,Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010163088:mpeg21:a0060,/9200359/BibliographicResource_3000100720056,2021-01-07T06:32:22.508Z,1899-07-20,P. den Hengst en Zoon [etc.],Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010599831:mpeg21:a0096,/9200359/BibliographicResource_3000115717676,2021-01-06T02:39:34.425Z,1913-08-26,D.R. Smeding en M. Koon,Regionaal/lokaal,Leeuwarden,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010279707:mpeg21:a0010,/9200359/BibliographicResource_3000112768684,2021-01-07T07:52:56.671Z,1900-12-29,NV Paulus Drukkerĳ,Nederlandse Antillen,[Willemstad,"nl, es"
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010128578:mpeg21:a0110,/9200359/BibliographicResource_3000100636478,2021-01-06T18:06:02.743Z,1902-04-15,Steendrukkerĳ Roeloffzen en Hübner;NV De Kleine Courant,Regionaal/lokaal,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010732602:mpeg21:a0072,/9200359/BibliographicResource_3000115221305,2021-01-07T00:59:22.898Z,1925-09-23,R. van der Velde,Regionaal/lokaal,Leeuwarden,"fy, nl"
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011183439:mpeg21:a0066,/9200359/BibliographicResource_3000115997978,2021-01-06T16:00:33.843Z,1919-03-20,Henry Hospers,Verenigde Staten,"Orange City, Iowa",nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110550755:mpeg21:a0092,/9200359/BibliographicResource_3000115855757,2021-01-06T08:45:00.323Z,1919-09-03,Dagblad De Telegraaf,Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010279652:mpeg21:a0002,/9200359/BibliographicResource_3000112768631,2021-01-07T07:52:52.865Z,1899-12-02,NV Paulus Drukkerĳ,Nederlandse Antillen,[Willemstad,"nl, es"
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010233867:mpeg21:a0006,/9200359/BibliographicResource_3000112925220,2021-01-07T03:15:42.956Z,1923-04-24,A. Arts,Regionaal/lokaal,Tilburg,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010871677:mpeg21:a0059,/9200359/BibliographicResource_3000112912956,2021-01-07T01:28:37.019Z,1905-04-07,J.B. de Mesquita,Landelijk,Amsterdam,"nl, he"
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010983544:mpeg21:a0150,/9200359/BibliographicResource_3000115547715,2021-01-05T19:13:15.081Z,1908-08-06,Steendrukkerĳ Roeloffzen en Hübner;NV De Kleine Courant,Regionaal/lokaal,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010891434:mpeg21:a0001,/9200359/BibliographicResource_3000115425497,2021-01-05T19:06:45.859Z,1919-02-03,Nieuwenhuis,Regionaal/lokaal,Groningen,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011001926:mpeg21:a0001,/9200359/BibliographicResource_3000115570329,2021-01-05T20:25:21.145Z,1892-04-05,A.W. Sĳthoff,Regionaal/lokaal,Rotterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010126578:mpeg21:a0211,/9200359/BibliographicResource_3000100636106,2021-01-06T18:04:28.677Z,1899-10-16,Steendrukkerĳ Roeloffzen en Hübner;NV De Kleine Courant,Regionaal/lokaal,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011185344:mpeg21:a0064,/9200359/BibliographicResource_3000115731155,2021-01-06T16:05:28.432Z,1927-07-20,[s.n.],Verenigde Staten,Chicago (Ill.),"nl, en"
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011184034:mpeg21:a0001,/9200359/BibliographicResource_3000115618001,2021-01-06T16:02:03.650Z,1930-08-07,Henry Hospers,Verenigde Staten,"Orange City, Iowa",nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010939708:mpeg21:a0149,/9200359/BibliographicResource_3000115521731,2021-01-05T17:52:13.616Z,1940-01-23,Arbeiderspers,Regionaal/lokaal,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010647022:mpeg21:a0138,/9200359/BibliographicResource_3000113030205,2021-01-06T21:08:27.069Z,1901-02-18,P. den Hengst en Zoon [etc.],Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011117698:mpeg21:a0001,/9200359/BibliographicResource_3000115981651,2021-01-06T14:28:05.451Z,1940-11-09,Arbeiderspers,Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011184774:mpeg21:a0066,/9200359/BibliographicResource_3000115998968,2021-01-06T16:03:50.612Z,1940-10-17,Henry Hospers,Verenigde Staten,"Orange City, Iowa","nl, en"
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010745081:mpeg21:a0153,/9200359/BibliographicResource_3000115372699,2021-01-07T05:45:22.645Z,1933-07-22,R. van der Velde,Regionaal/lokaal,Leeuwarden,"fy, nl"
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110538134:mpeg21:a0018,/9200359/BibliographicResource_3000115832100,2021-01-06T07:17:04.483Z,1893-11-16,Dagblad De Telegraaf,Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011184232:mpeg21:a0006,/9200359/BibliographicResource_3000115998511,2021-01-06T16:02:30.575Z,1928-05-24,Henry Hospers,Verenigde Staten,"Orange City, Iowa",nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011062166:mpeg21:a0076,/9200359/BibliographicResource_3000115611100,2021-01-05T21:27:16.968Z,1940-03-01,s.n.,Regionaal/lokaal,Den Haag,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010167261:mpeg21:a0191,/9200359/BibliographicResource_3000115923189,2021-01-06T12:12:42.731Z,1895-06-06,A.W. Sĳthoff,Regionaal/lokaal,Rotterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010656456:mpeg21:a0108,/9200359/BibliographicResource_3000112812006,2021-01-07T07:11:55.543Z,1923-01-31,P. den Hengst en Zoon [etc.],Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010237986:mpeg21:a0258,/9200359/BibliographicResource_3000100585533,2021-01-06T16:50:14.332Z,1937-06-26,A. Arts,Regionaal/lokaal,Tilburg,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011217282:mpeg21:a0002,/9200359/BibliographicResource_3000115778001,2021-01-06T16:14:52.554Z,1922-12-07,Timmerman,Suriname,[Paramaribo],nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010531888:mpeg21:a0089,/9200359/BibliographicResource_3000115642933,2021-01-05T22:38:26.994Z,1925-11-05,Gebr. Verhoeven,Landelijk,s-Hertogenbosch,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011071122:mpeg21:a0020,/9200359/BibliographicResource_3000115610365,2021-01-05T21:24:17.744Z,1935-06-26,P.A. May,Suriname,[Paramaribo],nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110621144:mpeg21:a0207,/9200359/BibliographicResource_3000115944022,2021-01-06T15:35:45.596Z,1912-05-07,"Roost, Hoogesteger & Co.",Verenigde Staten,[s.l.],nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010386873:mpeg21:a0002,/9200359/BibliographicResource_3000113016925,2021-01-06T20:21:53.318Z,1897-02-09,Gebr. Verhoeven,Landelijk,s-Hertogenbosch,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010694098:mpeg21:a0007,/9200359/BibliographicResource_3000115373154,2021-01-07T06:00:00.981Z,1940-05-01,Haan & Co,Regionaal/lokaal,Delfzĳl,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011235387:mpeg21:a0055,/9200359/BibliographicResource_3000116000986,2021-01-06T16:20:48.931Z,1937-10-27,Timmerman,Suriname,[Paramaribo],nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011132300:mpeg21:a0120,/9200359/BibliographicResource_3000115986815,2021-01-06T14:40:11.161Z,1940-08-05,De Nationale Pers,Landelijk,Leiden,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110547561:mpeg21:a0048,/9200359/BibliographicResource_3000115901710,2021-01-06T10:57:41.956Z,1913-12-09,Dagblad De Telegraaf,Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010108533:mpeg21:a0145,/9200359/BibliographicResource_3000100641220,2021-01-06T18:13:52.349Z,1909-10-23,Steendrukkerĳ Roeloffzen en Hübner;NV De Kleine Courant,Regionaal/lokaal,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010652427:mpeg21:a0117,/9200359/BibliographicResource_3000112765481,2021-01-07T05:53:53.440Z,1915-05-18,P. den Hengst en Zoon [etc.],Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010858537:mpeg21:a0025,/9200359/BibliographicResource_3000112912789,2021-01-07T01:29:43.499Z,1897-06-11,J.B. de Mesquita,Landelijk,Amsterdam,"nl, he"
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011185685:mpeg21:a0049,/9200359/BibliographicResource_3000115999854,2021-01-06T16:06:10.012Z,1937-01-27,[s.n.],Verenigde Staten,Chicago (Ill.),nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010673636:mpeg21:a0204,/9200359/BibliographicResource_3000112810039,2021-01-07T06:12:59.545Z,1935-05-04,Nieuwenhuis,Regionaal/lokaal,Groningen,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010165120:mpeg21:a0004,/9200359/BibliographicResource_3000112967331,2021-01-07T03:28:31.702Z,1893-10-20,P. den Hengst en Zoon [etc.],Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011170052:mpeg21:a0068,/9200359/BibliographicResource_3000115769213,2021-01-06T05:08:49.096Z,1929-09-04,Joh. Geradtsen comp.,Regionaal/lokaal,Hilversum,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010212255:mpeg21:a0188,/9200359/BibliographicResource_3000112924560,2021-01-07T03:20:56.303Z,1926-08-21,Sociaal-Democratische Arbeiderspartĳ (SDAP),Landelijk,Rotterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011218152:mpeg21:a0063,/9200359/BibliographicResource_3000115814854,2021-01-06T16:16:45.676Z,1936-09-02,Timmerman,Suriname,[Paramaribo],nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011182967:mpeg21:a0054,/9200359/BibliographicResource_3000115997457,2021-01-06T15:58:28.909Z,1908-04-23,Henry Hospers,Verenigde Staten,"Orange City, Iowa",nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010015154:mpeg21:a0031,/9200359/BibliographicResource_3000112891871,2021-01-06T23:39:04.926Z,1934-01-13,M. Nĳhoff [etc.],Landelijk,s-Gravenhage,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110616544:mpeg21:a0154,/9200359/BibliographicResource_3000115937490,2021-01-06T15:27:52.699Z,1893-04-18,"Roost, Hoogesteger & Co.",Verenigde Staten,[s.l.],nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110556183:mpeg21:a0002,/9200359/BibliographicResource_3000115828756,2021-01-06T07:05:58.989Z,1900-06-22,Dagblad De Telegraaf,Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010872986:mpeg21:a0126,/9200359/BibliographicResource_3000112915061,2021-01-06T23:48:29.642Z,1937-12-03,J.B. de Mesquita,Landelijk,Amsterdam,"nl, he"
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011168705:mpeg21:a0005,/9200359/BibliographicResource_3000115767872,2021-01-06T05:04:56.866Z,1925-11-08,Joh. Geradtsen comp.,Regionaal/lokaal,Hilversum,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010474129:mpeg21:a0034,/9200359/BibliographicResource_3000115621742,2021-01-05T21:53:55.752Z,1940-03-02,Communistische Partĳ Nederland,Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010109116:mpeg21:a0133,/9200359/BibliographicResource_3000100634734,2021-01-06T18:00:38.499Z,1912-11-09,Steendrukkerĳ Roeloffzen en Hübner;NV De Kleine Courant,Regionaal/lokaal,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010281873:mpeg21:a0016,/9200359/BibliographicResource_3000115676968,2021-01-06T00:19:15.591Z,1940-03-09,NV Paulus Drukkerĳ,Nederlandse Antillen,[Willemstad,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110529194:mpeg21:a0071,/9200359/BibliographicResource_3000115830226,2021-01-06T07:11:39.905Z,1940-06-08,Hollandsche Publiciteits Maatschappĳ [etc.],Landelijk,Den Haag,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110557358:mpeg21:a0041,/9200359/BibliographicResource_3000115900253,2021-01-06T10:50:49.607Z,1902-04-30,Dagblad De Telegraaf,Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011131172:mpeg21:a0001,/9200359/BibliographicResource_3000115959882,2021-01-06T13:36:30.259Z,1940-12-14,H. de Hoogh en Co.,Landelijk,Amsterdam,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010508384:mpeg21:a0005,/9200359/BibliographicResource_3000113012681,2021-01-06T20:08:02.815Z,1896-03-22,A.L.G. de Randamie,Suriname,Paramaribo,nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011184078:mpeg21:a0001,/9200359/BibliographicResource_3000115998393,2021-01-06T16:02:12.703Z,1931-06-11,Henry Hospers,Verenigde Staten,"Orange City, Iowa",nl
https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011235244:mpeg21:a0126,/9200359/BibliographicResource_3000115783312,2021-01-06T16:20:33.553Z,1930-06-22,Timmerman,Suriname,[Paramaribo],nl
